Date,USD_by_INR,GBP_by_INR,EUR_by_INR
20081119,49.89160033,75.15330583,63.09158063
20081120,50.19221778,74.85058,63.00953779
20081121,49.88276433,74.84273389,62.9206344
20081124,50.20204368,75.38471944,64.18261626
20081125,49.70471172,74.68020975,63.73583686
20081126,49.63067025,76.01639202,64.25688695
20081127,49.16540198,75.9805784,63.48226514
20081128,49.87712948,76.58741049,63.53756977
20081201,49.89486561,74.84758442,62.96586331
20081202,50.06737456,75.15429801,63.62957801
20081203,50.25046987,74.30520761,63.49007139
20081204,49.66455545,72.75320062,62.73487094
20081205,49.57722241,72.54781733,62.84785898
20081208,49.54504249,73.7102425,63.74433609
20081209,49.1788178,72.57099851,63.19439466
20081210,48.69474634,72.16551583,62.99640436
20081211,47.99157029,71.60001702,63.47975398
20081212,49.00319386,73.35008889,65.43096426
20081215,47.76535701,71.8407976,64.590922
20081216,47.81962143,73.35370847,65.52585371
20081217,48.03852264,73.6201883,67.6000756
20081218,47.27504957,72.7580983,69.16137757
20081219,47.21965297,70.96852402,65.88532125
20081222,47.92396521,71.07240447,67.01194933
20081223,48.91130204,72.52052298,68.43170689
20081224,48.4666264,71.59423852,67.94054199
20081229,48.18821568,70.36188254,68.82843964
20081230,48.18450554,69.81881051,67.9935982
20081231,48.52178453,70.98605813,67.59047523
20090102,48.37248726,69.88466427,67.1355767
20090105,48.49939746,70.48110209,65.9330513
20090106,48.74799982,70.91765321,65.05118483
20090107,48.74734055,73.3792482,66.33354978
20090108,48.44027669,73.93436979,66.02237789
20090109,48.43068724,74.15891642,66.33409434
20090112,48.78764009,73.05697281,65.40684653
20090113,49.21204673,71.71704656,65.32562303
20090114,48.92778376,71.05040807,64.51242126
20090115,49.0130879,71.62138541,64.19318137
20090116,48.73505491,72.81481481,64.7314736
20090119,48.41999768,70.64104897,63.88651232
20090120,48.75055874,67.7856015,63.09300769
20090121,49.29652629,67.89185356,63.70091433
20090122,48.97424515,67.43943365,63.64720926
20090123,49.3584795,67.36446973,63.21282018
20090126,48.73945838,67.47590536,63.37134901
20090127,48.74419049,68.75300355,64.27522822
20090128,48.88244452,69.99310432,64.87831311
20090129,48.78422252,69.82053002,64.02038989
20090130,48.92440525,69.92458804,62.75974283
20090202,48.7003341,68.87826844,62.19933156
20090203,48.36300601,68.9125963,62.19933156
20090204,48.80223518,70.36826396,62.61279501
20090205,48.89107011,71.52922044,62.78059927
20090206,48.68148082,71.64320524,62.35066891
20090209,48.64549658,72.74290969,63.33682261
20090210,48.99699894,72.52964316,63.59340792
20090211,49.09228729,70.663242,63.57458326
20090212,48.83978242,69.49760254,62.73429531
20090213,48.76995306,70.82256991,62.59578352
20090216,48.84548339,69.79439337,62.40915961
20090217,49.7229408,71.06585651,62.87829974
20090218,50.0145449,71.30790817,63.05682256
20090219,49.65913101,71.60002304,63.15051359
20090220,49.95112186,71.48011028,62.9518614
20090223,49.90853992,72.8413708,63.93226271
20090224,50.03402238,72.68407139,63.91772227
20090225,50.02877628,72.14517272,64.07126188
20090226,50.51710593,72.53857675,64.63092702
20090227,51.53061011,73.04749748,65.21580803
20090302,52.36075848,73.92594784,66.01485746
20090303,52.09636674,73.46213247,65.78059477
20090304,51.62928197,72.9089541,64.88075708
20090305,51.61919857,72.88652631,64.86808496
20090306,51.80781551,73.77785489,65.63923086
20090309,52.00954567,71.79466597,65.41067945
20090310,51.65611761,71.63999797,66.09333413
20090311,51.52106574,71.26868965,65.93600772
20090312,52.01649405,71.52192109,66.54922449
20090313,51.44656239,72.10063819,66.45344149
20090316,51.5533679,73.13234703,67.29833859
20090317,51.46137088,71.9768731,66.66315321
20090318,51.36595628,71.90911023,67.50612883
20090319,50.39264844,73.34395525,68.95576454
20090320,50.80954564,73.36880077,68.90578108
20090323,50.36690792,73.5648823,68.35086748
20090324,50.60988045,74.34964483,68.42224492
20090325,50.62358281,74.00478114,68.37489797
20090326,50.69307052,74.13736746,69.04211565
20090327,50.5507136,72.4751929,67.26958364
20090330,51.25518814,72.87433229,67.68376312
20090331,51.04831508,73.07914979,67.99818327
20090401,50.70851724,73.05506671,67.23087531
20090402,50.15569149,73.67126175,67.23087531
20090403,50.02747278,73.95564288,67.22424943
20090406,50.12652437,74.83138356,67.7135791
20090407,50.03799402,73.3774655,66.38695199
20090408,50.70775778,74.69542244,67.15373645
20090409,50.08286737,73.59585944,66.53671985
20090414,49.89685745,74.40030998,66.30458222
20090415,49.77443087,74.42671147,65.62874597
20090416,49.89554592,74.44270264,65.90330452
20090417,49.80457588,73.76311371,65.09520831
20090420,50.20046164,73.26129872,65.1503625
20090421,50.44684173,73.51044006,65.29843654
20090422,50.50116826,73.70814178,65.44457907
20090423,50.02034807,72.88149622,65.33717194
20090424,50.00042272,73.11839037,66.22199684
20090427,50.27864909,73.35577207,66.05200634
20090428,50.61935467,73.9584007,65.82573643
20090429,50.22640756,74.23160706,66.69222708
20090430,49.43482841,73.55319991,65.68567523
20090504,49.96566985,74.35561694,66.13095937
20090505,49.39675315,74.82924672,66.26794881
20090506,49.48923911,74.49945929,65.99078786
20090507,49.24110064,74.47171349,65.86198574
20090508,49.24478373,74.31880713,66.1725138
20090511,49.50487319,74.87641468,67.26031623
20090512,49.44853178,75.83059039,67.72325668
20090513,49.6900966,75.3272766,67.7556801
20090514,49.93159429,75.50264183,67.78510897
20090515,49.63803442,75.44817653,67.16300588
20090518,48.02434236,73.52636102,64.86422596
20090519,47.5987855,73.77122568,64.85163307
20090520,47.61741435,73.95388425,65.24877499
20090521,47.56725783,74.61744489,65.56569928
20090522,47.29168157,75.34509964,66.13729743
20090525,47.35195154,75.45724856,66.40168799
20090526,47.71994163,75.86057635,66.43052619
20090527,47.66527544,76.20529357,66.3210291
20090528,47.70824111,76.07950501,66.16592402
20090529,47.32658172,76.53389322,66.78297372
20090601,47.06388124,77.20106039,66.98698619
20090602,47.09685168,77.6032676,67.11876679
20090603,47.07126044,77.88735278,66.93624055
20090604,47.29416936,76.81721193,66.72303388
20090605,47.14064294,76.11106802,66.89335031
20090608,47.5692687,75.8341869,66.02079839
20090609,47.6063721,77.0838884,66.51544421
20090610,47.28770091,77.79388364,66.74704131
20090611,47.5283139,78.14423589,66.45395496
20090612,47.47868139,77.97407933,66.55088823
20090615,47.96484286,78.51316861,66.49299623
20090616,47.87037709,78.91084632,66.55369925
20090617,48.08240408,78.18733181,66.60784357
20090618,48.12913199,78.1562674,67.05796549
20090619,48.26014208,79.46893641,67.29846596
20090622,48.43550451,79.76720198,67.18425243
20090623,48.76683305,79.60990256,68.22957979
20090624,48.52808566,80.26281813,68.14327079
20090625,48.67967835,79.31171826,67.92248652
20090626,48.32384265,79.8367034,68.18054303
20090629,48.20368144,79.95226725,67.82766226
20090630,47.9907377,79.7053731,67.89309676
20090701,47.90636434,78.97134594,67.59152021
20090702,47.94738227,78.67434644,67.42383027
20090703,48.04854994,78.71228085,67.37372044
20090706,48.63778474,78.58623445,67.65469728
20090707,48.57056139,78.92827511,68.15430023
20090708,48.9781156,78.81570584,68.14770343
20090709,48.76103089,79.36790207,68.28002858
20090710,49.06342576,79.59252494,68.26640274
20090713,49.0465042,79.08532171,68.60613904
20090714,48.91632671,79.9095716,68.50238634
20090715,48.63780678,80.00645567,68.58943945
20090716,48.67506347,80.16053879,68.84173353
20090717,48.77892332,79.53021453,68.79332556
20090720,48.2769885,79.90148272,68.69913009
20090721,48.51518984,79.84686994,69.06723224
20090722,48.58132009,79.82194116,69.00577207
20090723,48.60500467,80.36277502,69.22428386
20090724,48.3244348,79.39930055,68.81501739
20090727,48.29248431,79.73739358,68.97253534
20090728,48.31016534,79.82897266,68.80436803
20090729,48.39771981,79.37235532,68.32353157
20090730,48.48920083,80.04353936,68.20515117
20090731,47.90877899,79.26618454,67.79632995
20090803,47.56885591,80.2223757,68.10091607
20090804,47.73579614,81.03138281,68.72693133
20090805,47.37659997,80.70970432,68.33307777
20090806,47.80316176,80.69109377,68.75693283
20090807,47.85552351,80.30131633,68.76997701
20090810,47.9237528,79.84119176,68.12451634
20090811,48.10301374,79.485053,68.20600761
20090812,48.47338741,80.00317217,68.75057371
20090813,48.22048677,80.37009144,68.98554341
20090814,48.27022448,80.18314013,69.06153099
20090817,49.00748612,80.02274279,69.02737464
20090818,48.78933535,80.41783925,68.86172852
20090819,49.17368091,80.71879742,69.45833896
20090820,48.70720131,80.41500718,69.43808824
20090821,48.67064898,80.66805102,69.8098067
20090824,48.64491847,80.35397084,69.73881737
20090825,48.82025385,80.10944527,69.99506973
20090826,48.95789369,79.67238854,69.92778997
20090827,49.00353251,79.51812082,69.98316781
20090828,48.70952578,79.75402681,70.03133409
20090831,48.63235028,78.85284069,69.47254444
20090901,49.09160398,79.81813498,70.33497653
20090902,49.03248322,79.77768954,69.78893822
20090903,48.91082412,80.26000813,70.17877432
20090904,48.9525444,80.16686002,69.88095147
20090907,48.64579616,79.90689404,69.7741581
20090908,48.50336409,80.45417755,70.26410653
20090909,48.52346577,80.2410916,70.53121283
20090910,48.533463,80.71058916,70.6574747
20090911,48.51877274,81.12936339,70.87405098
20090914,48.74288297,80.84798387,71.04042016
20090915,48.7468496,80.40952464,71.29016196
20090916,48.32082785,79.78222605,70.9573173
20090917,48.24808588,79.81298249,71.04850018
20090918,48.27105408,78.94419706,71.04850018
20090921,48.11303502,77.88922978,70.58957718
20090922,48.00858003,78.53158455,71.02257329
20090923,48.04959895,79.07789795,71.09768337
20090924,47.98168728,77.91146394,70.92515764
20090925,48.22379013,77.09918034,70.80999441
20090928,48.24754684,76.70638826,70.74829355
20090929,48.2050611,77.01615763,70.19867103
20090930,47.81852933,77.10361554,70.08569503
20091001,47.82087585,76.42947102,69.59133502
20091002,47.79595189,75.85033659,69.54549637
20091005,47.5602233,75.89468852,69.57857465
20091006,46.95647858,74.74524188,69.19352219
20091007,46.74628512,74.3614787,68.75277699
20091008,46.44636702,74.62669248,68.63244502
20091009,46.42689755,74.29955653,68.54326485
20091012,46.53846223,73.71907277,68.77784845
20091013,46.36354165,73.34502267,68.97876409
20091014,46.13031287,73.88809871,68.71026482
20091015,46.24999516,75.2530942,68.8098306
20091016,46.49382334,75.92012293,69.19586286
20091019,46.31764233,75.67004359,69.16082299
20091020,46.21746857,75.99073792,69.25642447
20091021,46.66990214,77.46396377,69.70082609
20091022,46.75906471,77.57471823,70.20372845
20091023,46.56009285,76.34408275,69.99820066
20091026,46.72604016,76.42776256,70.2430074
20091027,47.03551065,77.16902888,70.02558471
20091028,47.23634108,77.20916633,69.90378355
20091029,47.27863847,78.00017886,69.98057542
20091030,47.01089128,77.94707089,69.6407278
20091102,47.15468396,77.2125301,69.72158426
20091103,47.5089316,77.59598027,69.70326003
20091104,47.01426978,77.76030819,69.46220799
20091105,47.04534056,78.22165968,70.00725747
20091106,47.00660703,78.06993209,69.92609314
20091109,46.5109583,78.08565341,69.75673744
20091110,46.66497867,77.81907326,69.9036612
20091111,46.40305267,77.37911523,69.8410668
20091112,46.74971472,77.65326963,69.54862529
20091113,46.4585735,77.60229047,69.13875108
20091116,46.22909194,77.41007531,69.24607898
20091117,46.38418737,77.95183414,69.0605502
20091118,46.31318976,77.97562929,69.33496332
20091119,46.7976229,77.91503637,69.61989643
20091120,46.8201763,77.24283508,69.42850392
20091123,46.6006038,77.53659121,69.81655694
20091124,46.51168871,77.19242977,69.68800053
20091125,46.17929011,77.22444523,69.71690392
20091126,46.64792085,77.27013044,70.36836669
20091127,46.74114323,76.79871072,69.79318834
20091130,46.49880692,76.73149059,69.92002584
20091201,46.38346699,76.9444983,69.98336537
20091202,46.44780979,77.60641166,70.15483108
20091203,46.19847001,76.93066603,69.91695208
20091204,46.33571711,77.26353232,69.88349272
20091207,46.71661403,76.42483519,69.14400505
20091208,46.91155713,76.51142832,69.37149444
20091209,46.71243098,76.35776754,69.04897821
20091210,46.75946748,76.26327113,68.94065547
20091211,46.62439558,76.11081822,68.867513
20091214,46.7988653,76.20925526,68.60995091
20091215,46.82950024,76.09593158,68.1580098
20091216,46.67936936,76.51040002,68.02827604
20091217,46.87928203,75.65035858,67.3013923
20091218,46.98177224,76.03608003,67.42031725
20091221,46.86618483,75.60388385,67.39986396
20091222,46.91195791,75.10368202,67.04778849
20091223,46.88639872,74.90859166,66.99717924
20091224,46.79705381,74.89416047,67.44096711
20091228,46.63302519,74.61574846,67.23725249
20091229,46.69884985,74.76098426,67.46303902
20091230,46.86262598,74.42218698,67.25402931
20091231,46.47887757,75.49059126,67.01964929
20100104,46.35572661,74.9233228,66.76319434
20100105,46.33577121,74.41145364,66.98026202
20100106,45.95317803,73.47789291,66.00404564
20100107,45.79227542,72.9047687,65.56209702
20100108,45.73085824,73.1533673,65.33226596
20100111,45.32304653,73.34477789,65.90646653
20100112,45.75142381,73.93831642,66.31416052
20100113,45.61131622,74.34473411,66.4854417
20100114,45.72452105,74.47651987,66.2980496
20100115,45.76797265,74.76432496,65.84797481
20100118,45.59770202,74.59149484,65.58017955
20100119,45.96232663,75.1614188,65.69055013
20100120,46.05438176,74.9739719,65.14448976
20100121,46.06512243,74.56199041,64.84614945
20100122,46.40359672,74.9463174,65.65239237
20100125,46.32910038,74.82531013,65.62119044
20100126,46.51900178,75.12412645,65.58285919
20100127,46.39114376,75.37064941,65.34223938
20100128,46.48255766,75.6200556,65.13135834
20100129,46.2648297,74.65949245,64.67346225
20100201,46.40884883,73.89986437,64.62859137
20100202,46.2303193,73.83540407,64.49102728
20100203,46.09191398,73.65607314,64.514786
20100204,46.36713356,73.63047623,64.26419177
20100205,46.81327101,73.48880984,64.15156576
20100208,46.90812954,73.31239826,64.20643515
20100209,46.74400874,73.15095559,64.37948437
20100210,46.58918783,72.85235195,64.0729888
20100211,46.53903232,72.84783951,63.90152911
20100212,46.49728299,72.70383664,63.16471306
20100215,46.40350855,72.87009172,63.19988832
20100216,46.25522823,72.61871221,63.19238795
20100217,46.1840653,73.04189555,63.45111536
20100218,46.38752279,72.3972013,62.99239392
20100219,46.41956044,71.54155292,62.81287828
20100222,46.24141164,71.71673757,63.06705773
20100223,46.29716091,71.50435085,62.91602627
20100224,46.43683768,71.78179277,62.96640184
20100225,46.45104302,71.22037804,62.71599715
20100226,46.18192518,70.29136887,62.7270677
20100301,46.03966745,68.76405692,62.32647394
20100302,45.98017097,68.8185443,62.35178308
20100303,45.90007985,69.21989476,62.67044131
20100304,45.8848786,69.38756237,62.77369059
20100305,45.67748955,68.82946525,62.09677626
20100308,45.55855369,69.06225827,62.29989519
20100309,45.73444715,68.49246372,62.05976578
20100310,45.46198587,67.97561763,61.9312204
20100311,45.70239948,68.78238658,62.47372764
20100312,45.51442778,69.06398681,62.70878861
20100315,45.65353846,68.80645661,62.62627643
20100316,45.5715006,69.0460193,62.59584369
20100317,45.495313,69.92130754,62.64146873
20100318,45.5123608,69.63028917,62.22761718
20100319,45.41030944,68.86601522,61.57901656
20100322,45.57649321,68.38119863,61.4531077
20100323,45.64286392,68.61031088,61.76188677
20100324,45.5634461,68.01959437,60.82895877
20100325,45.59313022,68.17100293,60.95073184
20100326,45.345638,67.33401928,60.60625904
20100329,45.05002318,67.56124147,60.74324046
20100330,45.17521507,68.26732219,60.96178234
20100331,45.04056999,68.31637317,60.76655993
20100401,44.88886808,68.41128693,60.51246872
20100406,44.57831952,67.76243336,59.77257189
20100407,44.63168221,67.83283768,59.5939528
20100408,44.55302786,67.7869097,59.29271522
20100409,44.40785051,68.2472018,59.4906604
20100412,44.48261236,68.563167,60.48574456
20100413,44.63164914,68.88422851,60.67946469
20100414,44.35096004,68.59670834,60.43990491
20100415,44.54204873,68.84935992,60.38377192
20100416,44.38894513,68.58665517,60.13622838
20100419,44.82800497,68.47253193,60.26889048
20100420,44.57661224,68.67425352,60.17184288
20100421,44.64647968,68.79421945,59.76118143
20100422,44.58341533,68.70026576,59.5250434
20100423,44.58074018,68.50846995,59.39652911
20100426,44.44659306,68.74200735,59.2622875
20100427,44.52523739,68.33492755,59.2289906
20100428,44.68737437,68.0571937,59.24339063
20100429,44.60317135,68.21646744,59.18086944
20100430,44.44020476,68.07754684,59.22708115
20100503,44.54995294,68.03079722,59.02999342
20100504,44.6924311,67.85151044,58.55224576
20100505,45.11251943,68.27045221,58.35756187
20100506,45.53739899,68.84114864,58.00926617
20100507,45.66978472,67.14501741,58.26476238
20100510,45.06365741,67.7251079,58.49732823
20100511,45.34636439,67.07134964,57.63428441
20100512,45.17796236,67.56079404,57.36598471
20100513,45.12953217,66.67909428,56.85729186
20100514,45.3099373,66.12255115,56.65373468
20100517,45.70074429,66.06044137,56.48825604
20100518,45.66795219,66.16076945,56.80883474
20100519,46.34830633,66.36230945,56.9221818
20100520,46.89840082,67.00433116,57.89820262
20100521,47.05368462,67.64896021,58.85759505
20100524,47.08856373,67.69978887,58.25551201
20100525,47.74208624,68.57562587,58.40934145
20100526,47.31952114,68.23466468,58.29968592
20100527,46.97270279,68.11077719,57.61850343
20100528,46.57772678,67.95188568,57.73542167
20100531,46.44065403,67.43537967,57.20758725
20100601,47.1807922,68.79318815,57.40150796
20100602,47.09040628,69.12078457,57.58848588
20100603,46.681262,68.61540116,57.32175265
20100604,47.14250152,68.79768555,56.90665254
20100607,47.19443244,68.53271755,56.49223237
20100608,47.01852296,67.8961493,56.2016622
20100609,47.06249757,68.5245464,56.57454698
20100610,47.03452375,68.74165523,56.70569277
20100611,46.88795873,68.65286908,56.91382999
20100614,46.57615476,68.75803063,57.10411033
20100615,46.60713437,68.75500996,57.18407825
20100616,46.64999885,69.02031203,57.325387
20100617,46.39437598,68.78763839,57.41062996
20100618,46.09869202,68.33351603,57.08626446
20100621,45.83381334,68.1757441,56.84541701
20100622,46.25227655,68.06789796,56.74869032
20100623,46.32214499,69.16353841,56.89468844
20100624,46.56180414,69.8438356,57.14710286
20100625,46.37000609,69.30581474,57.06022324
20100628,46.29002919,69.74438031,57.170307
20100629,46.57941903,70.20029139,56.87033704
20100630,46.53462384,69.94402525,57.15566326
20100702,46.64975037,71.02647648,58.59046469
20100705,46.86676094,71.06214664,58.78327523
20100706,46.9318091,71.26112545,59.09034443
20100707,47.14171701,71.30525567,59.29800931
20100708,46.9529057,71.22843583,59.49757811
20100709,46.7553145,70.76595071,59.13955769
20100712,46.90101686,70.59601586,59.01871327
20100713,47.09722941,71.25786802,59.25147869
20100714,46.81272496,71.36801754,59.52142609
20100715,46.71088901,71.79733551,59.97637276
20100716,47.01962909,72.40051491,61.1822808
20100719,47.20760579,72.19757643,61.22369484
20100720,47.45536152,72.01569534,61.00826784
20100721,47.2575539,72.24677187,60.62625303
20100722,47.26359853,72.1541043,60.79012208
20100723,47.00167454,72.4984082,60.67435112
20100726,47.14969035,73.17629067,61.02588104
20100727,46.72186613,72.73987899,60.94915435
20100728,46.86676294,73.10660364,60.94584091
20100729,46.61586316,72.90578295,60.97884497
20100730,46.52178614,72.686762,60.66486508
20100802,46.21600075,73.23913881,60.47428289
20100803,46.22534272,73.74399654,61.17127744
20100804,46.21631936,73.77041308,61.08994864
20100805,46.19923048,73.54038992,60.9656273
20100806,46.24424109,73.49647036,60.98799405
20100809,46.17169349,73.78334145,61.24816859
20100810,46.58123653,73.33986817,61.23194635
20100811,46.80165666,73.68328825,60.97360504
20100812,46.89764937,73.18899132,60.03779382
20100813,46.84378974,73.10292788,60.01104157
20100816,46.89522771,73.31220464,60.17551033
20100817,46.70729209,73.07712932,60.12135599
20100818,46.58031276,72.96520512,60.0511559
20100819,46.45898229,72.76960212,59.69012691
20100820,46.74244774,72.62897205,59.46949808
20100823,46.76031612,72.81228873,59.4594695
20100824,46.99551168,72.43002033,59.32107505
20100825,46.98647129,72.49836205,59.31906934
20100826,46.9391342,72.97831206,59.63517027
20100827,46.98571383,72.88497636,59.78840702
20100830,47.00540873,73.20673109,59.75230413
20100831,47.15303479,72.58316545,59.84556995
20100901,46.90509871,72.33667158,60.09427881
20100902,46.81499934,72.15165646,60.0631902
20100903,46.69964638,72.02479246,59.98998155
20100906,46.63003944,71.70697131,60.0872588
20100907,46.91073055,71.98120797,59.83854994
20100908,46.74656165,72.29499119,59.4092263
20100909,46.56179212,71.7838634,59.25829612
20100910,46.32883186,71.68923255,59.00818325
20100913,46.48817146,71.68635232,59.56476962
20100914,46.50972693,71.72661418,59.82049849
20100915,46.44011799,72.29000222,60.37708486
20100916,46.19915834,72.26064426,60.47536497
20100917,45.91760457,71.84584677,60.02407873
20100920,45.8009952,71.52198931,59.9358272
20100921,45.75572609,71.09630195,60.0872588
20100922,45.68278473,71.4704012,61.10716571
20100923,45.67484245,71.64079954,60.90910119
20100924,45.34373734,71.34908796,60.87149401
20100927,45.10645676,71.57549254,60.84642255
20100928,45.24679681,71.75402591,60.95874268
20100929,45.01351192,71.18395246,61.32478596
20100930,44.96268913,71.45024971,61.42206322
20101001,44.58601133,70.62829516,61.25558874
20101004,44.64117046,70.77062266,61.23753729
20101005,44.75593028,71.25029478,61.73094358
20101006,44.4706744,70.70531063,61.67578637
20101007,44.30027451,70.84744251,61.94495355
20101008,44.51046997,70.65808249,61.81117225
20101011,44.52597581,71.03915105,62.10902116
20101012,44.75075232,70.95119957,61.96119985
20101013,44.56203218,70.67557447,62.2574442
20101014,44.20533483,70.98924734,62.39182721
20101015,44.18467207,71.03302946,62.30959283
20101018,44.46884287,70.73627071,61.85128658
20101019,44.49213469,70.1119607,61.71890928
20101020,44.45535592,69.95289964,61.67678923
20101021,44.38048786,69.96554612,62.26145563
20101022,44.6553247,70.2156997,62.28050994
20101025,44.44443991,69.95667473,62.41790153
20101026,44.64095805,70.91750172,62.16217266
20101027,44.62110585,70.69337343,61.64770634
20101028,44.59038374,71.07996366,61.84627228
20101029,44.48192604,71.05401662,61.69584354
20101101,44.52564417,71.63057081,62.06399283
20101102,44.43562395,71.28769648,62.34770145
20101103,44.41542007,71.61146466,62.30156996
20101104,44.27010446,72.08890564,63.11689377
20101105,44.10645456,71.66615869,62.17721553
